development,mean_net_benefit,median_net_benefit,share_positive_scenarios,positive_scenarios,total_scenarios,mode,vtt_chf_per_hour,base_vtt_chf_per_hour
101032,-7050198.271531721,-7071076.378214618,0.0,0,10,Rail,15.19,15.2
100000,2357205.9663219578,2209104.370805377,1.0,10,10,Rail,15.44125,15.2
100001,-1522894.6547084742,-1523992.3735553385,0.0,0,10,Rail,15.44125,15.2
100002,9673619.323519237,9203408.496348675,1.0,10,10,Rail,15.44125,15.2
100003,2849026.9803712415,2673168.8427608805,1.0,10,10,Rail,15.44125,15.2
100004,-143082.0856759694,-197629.59432387387,0.3,3,10,Rail,15.44125,15.2
100005,-434461.06621714,-494359.82577389304,0.2,2,10,Rail,15.44125,15.2
100006,2887059.2999614268,2707165.542608488,1.0,10,10,Rail,15.44125,15.2
100007,3027154.7886251127,2833895.9212555657,1.0,10,10,Rail,15.44125,15.2
100008,8479060.272082724,8046480.784663716,1.0,10,10,Rail,15.44125,15.2
100009,3821887.698321759,3634610.4786506197,1.0,10,10,Rail,15.44125,15.2
100010,3326650.204892272,3145667.2866491703,1.0,10,10,Rail,15.44125,15.2
100011,-403855.55259912054,-434790.54416360555,0.2,2,10,Rail,15.44125,15.2
100012,-1621158.4863409256,-1632219.8377249339,0.0,0,10,Rail,15.44125,15.2
101000,-8159644.628848861,-8164236.057407628,0.0,0,10,Rail,15.44125,15.2
101001,-7810602.567713034,-7907753.827509376,0.0,0,10,Rail,15.44125,15.2
101002,-1669337.8290586032,-2036330.3158006584,0.3,3,10,Rail,15.44125,15.2
101003,-5106639.010483644,-5305826.768189347,0.0,0,10,Rail,15.44125,15.2
101004,-9317821.135797095,-9323848.22916362,0.0,0,10,Rail,15.44125,15.2
101005,-3375247.5071039945,-3437901.3179542576,0.0,0,10,Rail,15.44125,15.2
101006,-3606429.1039647222,-3612855.011302435,0.0,0,10,Rail,15.44125,15.2
101007,1371548.4318096573,1150323.3298702608,0.7,7,10,Rail,15.44125,15.2
101008,4160936.76770116,3942473.575038687,0.9,9,10,Rail,15.44125,15.2
101009,2264801.506857368,1903459.5980595765,0.7,7,10,Rail,15.44125,15.2
101010,-158883.72072354145,-316351.21945607616,0.4,4,10,Rail,15.44125,15.2
101011,-2894791.357617581,-3055896.2309197388,0.0,0,10,Rail,15.44125,15.2
101012,-2522893.2520742095,-2607468.894578734,0.0,0,10,Rail,15.44125,15.2
101013,2774879.236571609,2509322.39266183,0.9,9,10,Rail,15.44125,15.2
101014,-2391485.6667129984,-2482791.666578412,0.0,0,10,Rail,15.44125,15.2
101015,-3102940.650480243,-3111811.4424913106,0.0,0,10,Rail,15.44125,15.2
101016,-1946535.1919232686,-1946535.1919233308,0.0,0,10,Rail,15.44125,15.2
101017,-10843565.726513732,-10848255.91325017,0.0,0,10,Rail,15.44125,15.2
101018,-7780930.583183589,-7874926.910635458,0.0,0,10,Rail,15.44125,15.2
101019,-12236185.968762461,-12318400.927422542,0.0,0,10,Rail,15.44125,15.2
101020,-12258817.982429083,-12326112.018339224,0.0,0,10,Rail,15.44125,15.2
101021,-7049778.1187717365,-7435084.1883961,0.0,0,10,Rail,15.44125,15.2
101022,-12028635.200438805,-12221107.359570172,0.0,0,10,Rail,15.44125,15.2
101023,-16253714.240731051,-16315248.224026542,0.0,0,10,Rail,15.44125,15.2
101024,-16838495.782885425,-16875003.515163388,0.0,0,10,Rail,15.44125,15.2
101025,-5509338.246363189,-5733873.907300852,0.0,0,10,Rail,15.44125,15.2
101026,-2644203.9495674674,-2870146.8074056627,0.2,2,10,Rail,15.44125,15.2
101027,-5458522.659398427,-5593508.069511202,0.0,0,10,Rail,15.44125,15.2
101028,-8447763.791700503,-8627983.924763918,0.0,0,10,Rail,15.44125,15.2
101029,-10431761.946331656,-10611767.312634401,0.0,0,10,Rail,15.44125,15.2
101030,-9760602.202042786,-10037345.116659865,0.0,0,10,Rail,15.44125,15.2
101031,-8871860.260569885,-8889319.231628701,0.0,0,10,Rail,15.44125,15.2
101032,-7041981.898857592,-7063205.339596057,0.0,0,10,Rail,15.44125,15.2
100000,2415002.2038703635,2264490.7952963207,1.0,10,10,Rail,15.692499999999999,15.2
100001,-1522425.5766547867,-1523541.156870405,0.0,0,10,Rail,15.692499999999999,15.2
100002,9856620.826869864,9378759.034244653,1.0,10,10,Rail,15.692499999999999,15.2
100003,2916828.5209523574,2738108.9338431153,1.0,10,10,Rail,15.692499999999999,15.2
100004,-121955.42132646454,-177390.4916385986,0.3,3,10,Rail,15.692499999999999,15.2
100005,-411102.95900920714,-471976.352312492,0.3,3,10,Rail,15.692499999999999,15.2
100006,2956446.29156679,2773625.4197292775,1.0,10,10,Rail,15.692499999999999,15.2
100007,3102166.998605951,2905763.5483544096,1.0,10,10,Rail,15.692499999999999,15.2
100008,8647453.414423682,8207835.2742910655,1.0,10,10,Rail,15.692499999999999,15.2
100009,3894808.196763917,3704483.723700574,1.0,10,10,Rail,15.692499999999999,15.2
100010,3396471.873699342,3212544.1188524305,1.0,10,10,Rail,15.692499999999999,15.2
100011,-386500.97696097544,-417939.32263413543,0.2,2,10,Rail,15.692499999999999,15.2
100012,-1616629.3454860616,-1627870.680001956,0.0,0,10,Rail,15.692499999999999,15.2
101000,-8157854.161355453,-8162520.298660298,0.0,0,10,Rail,15.692499999999999,15.2
101001,-7761418.415133601,-7860150.457186809,0.0,0,10,Rail,15.692499999999999,15.2
101002,-1527775.926467785,-1900739.8768085735,0.3,3,10,Rail,15.692499999999999,15.2
101003,-5029041.983545909,-5231470.795189833,0.0,0,10,Rail,15.692499999999999,15.2
101004,-9315471.986880064,-9321597.149198802,0.0,0,10,Rail,15.692499999999999,15.2
101005,-3350991.2489305134,-3414664.5219341726,0.0,0,10,Rail,15.692499999999999,15.2
101006,-3603933.722262838,-3610464.187794906,0.0,0,10,Rail,15.692499999999999,15.2
101007,1456857.0200640631,1232032.2868213542,0.7,7,10,Rail,15.692499999999999,15.2
101008,4282784.399538821,4060766.515568554,0.9,9,10,Rail,15.692499999999999,15.2
101009,2405154.3404619317,2037932.9106029929,0.7,7,10,Rail,15.692499999999999,15.2
101010,-98330.96970936423,-258360.67739885184,0.4,4,10,Rail,15.692499999999999,15.2
101011,-2832336.52022865,-2996062.7874864247,0.1,1,10,Rail,15.692499999999999,15.2
101012,-2481865.573754019,-2567817.376231296,0.0,0,10,Rail,15.692499999999999,15.2
101013,2878330.963055771,2608453.150504701,0.9,9,10,Rail,15.692499999999999,15.2
101014,-2355534.943394135,-2448326.615239874,0.0,0,10,Rail,15.692499999999999,15.2
101015,-3099504.5785756656,-3108519.7103579813,0.0,0,10,Rail,15.692499999999999,15.2
101016,-1946535.1919232681,-1946535.1919233315,0.0,0,10,Rail,15.692499999999999,15.2
101017,-10841442.791243318,-10846209.293654818,0.0,0,10,Rail,15.692499999999999,15.2
101018,-7744522.625056838,-7840048.399753733,0.0,0,10,Rail,15.692499999999999,15.2
101019,-12204334.110079555,-12287886.817196745,0.0,0,10,Rail,15.692499999999999,15.2
101020,-12232574.159934271,-12300963.160728887,0.0,0,10,Rail,15.692499999999999,15.2
101021,-6899722.866489726,-7291298.386449595,0.0,0,10,Rail,15.692499999999999,15.2
101022,-11953335.468548056,-12148939.409755468,0.0,0,10,Rail,15.692499999999999,15.2
101023,-16229892.195048925,-16292427.41939051,0.0,0,10,Rail,15.692499999999999,15.2
101024,-16822160.21347786,-16859261.97588517,0.0,0,10,Rail,15.692499999999999,15.2
101025,-5422716.542056398,-5650905.701565134,0.0,0,10,Rail,15.692499999999999,15.2
101026,-2519171.3954430297,-2748790.6488471176,0.2,2,10,Rail,15.692499999999999,15.2
101027,-5406443.729726927,-5543625.534839514,0.0,0,10,Rail,15.692499999999999,15.2
101028,-8376931.954664612,-8560084.512786373,0.0,0,10,Rail,15.692499999999999,15.2
101029,-10361652.069296608,-10544586.366112333,0.0,0,10,Rail,15.692499999999999,15.2
101030,-9653830.480122436,-9935076.375864588,0.0,0,10,Rail,15.692499999999999,15.2
101031,-8863141.34376268,-8880884.395869242,0.0,0,10,Rail,15.692499999999999,15.2
101032,-7033765.5261834655,-7055334.300977498,0.0,0,10,Rail,15.692499999999999,15.2
100000,2472798.44141877,2319877.2197872642,1.0,10,10,Rail,15.94375,15.2
100001,-1521956.498601099,-1523089.9401854714,0.0,0,10,Rail,15.94375,15.2
100002,10039622.330220494,9554109.572140634,1.0,10,10,Rail,15.94375,15.2
100003,2984630.0615334744,2803049.02492535,1.0,10,10,Rail,15.94375,15.2
100004,-100828.75697695943,-157151.38895332313,0.3,3,10,Rail,15.94375,15.2
100005,-387744.851801274,-449592.8788510907,0.3,3,10,Rail,15.94375,15.2
100006,3025833.283172154,2840085.2968500676,1.0,10,10,Rail,15.94375,15.2
100007,3177179.2085867915,2977631.1754532554,1.0,10,10,Rail,15.94375,15.2
100008,8815846.556764644,8369189.763918417,1.0,10,10,Rail,15.94375,15.2
100009,3967728.695206076,3774356.968750529,1.0,10,10,Rail,15.94375,15.2
100010,3466293.5425064126,3279420.9510556916,1.0,10,10,Rail,15.94375,15.2
100011,-369146.4013228301,-401088.10110466497,0.2,2,10,Rail,15.94375,15.2
100012,-1612100.2046311977,-1623521.522278978,0.0,0,10,Rail,15.94375,15.2
101000,-8156063.693862043,-8160804.539912967,0.0,0,10,Rail,15.94375,15.2
101001,-7712234.262554167,-7812547.086864241,0.0,0,10,Rail,15.94375,15.2
101002,-1386214.0238769646,-1765149.4378164867,0.3,3,10,Rail,15.94375,15.2
101003,-4951444.956608172,-5157114.822190318,0.0,0,10,Rail,15.94375,15.2
101004,-9313122.837963033,-9319346.069233984,0.0,0,10,Rail,15.94375,15.2
101005,-3326734.990757032,-3391427.725914087,0.0,0,10,Rail,15.94375,15.2
101006,-3601438.340560953,-3608073.364287378,0.0,0,10,Rail,15.94375,15.2
101007,1542165.6083184704,1313741.243772449,0.8,8,10,Rail,15.94375,15.2
101008,4404632.031376481,4179059.4560984233,0.9,9,10,Rail,15.94375,15.2
101009,2545507.1740664975,2172406.2231464107,0.8,8,10,Rail,15.94375,15.2
101010,-37778.218695186544,-200370.13534162682,0.4,4,10,Rail,15.94375,15.2
101011,-2769881.6828397186,-2936229.34405311,0.1,1,10,Rail,15.94375,15.2
101012,-2440837.8954338287,-2528165.8578838576,0.0,0,10,Rail,15.94375,15.2
101013,2981782.6895399345,2707583.9083475736,0.9,9,10,Rail,15.94375,15.2
101014,-2319584.220075272,-2413861.563901335,0.0,0,10,Rail,15.94375,15.2
101015,-3096068.5066710883,-3105227.978224652,0.0,0,10,Rail,15.94375,15.2
101016,-1946535.1919232677,-1946535.1919233322,0.0,0,10,Rail,15.94375,15.2
101017,-10839319.855972905,-10844162.674059466,0.0,0,10,Rail,15.94375,15.2
101018,-7708114.666930084,-7805169.888872008,0.0,0,10,Rail,15.94375,15.2
101019,-12172482.25139665,-12257372.70697095,0.0,0,10,Rail,15.94375,15.2
101020,-12206330.337439459,-12275814.30311855,0.0,0,10,Rail,15.94375,15.2
101021,-6749667.614207713,-7147512.584503087,0.1,1,10,Rail,15.94375,15.2
101022,-11878035.736657305,-12076771.459940765,0.0,0,10,Rail,15.94375,15.2
101023,-16206070.1493668,-16269606.614754478,0.0,0,10,Rail,15.94375,15.2
101024,-16805824.644070294,-16843520.436606955,0.0,0,10,Rail,15.94375,15.2
101025,-5336094.837749605,-5567937.4958294155,0.0,0,10,Rail,15.94375,15.2
101026,-2394138.8413185896,-2627434.490288571,0.2,2,10,Rail,15.94375,15.2
101027,-5354364.8000554275,-5493743.000167824,0.0,0,10,Rail,15.94375,15.2
101028,-8306100.117628721,-8492185.100808825,0.0,0,10,Rail,15.94375,15.2
101029,-10291542.192261556,-10477405.419590263,0.0,0,10,Rail,15.94375,15.2
101030,-9547058.75820208,-9832807.635069305,0.0,0,10,Rail,15.94375,15.2
101031,-8854422.426955475,-8872449.560109783,0.0,0,10,Rail,15.94375,15.2
101032,-7025549.1535093365,-7047463.262358938,0.0,0,10,Rail,15.94375,15.2
100000,2530594.678967175,2375263.6442782073,1.0,10,10,Rail,16.195,15.2
100001,-1521487.4205474113,-1522638.7235005382,0.0,0,10,Rail,16.195,15.2
100002,10222623.833571121,9729460.110036612,1.0,10,10,Rail,16.195,15.2
100003,3052431.6021145904,2867989.116007585,1.0,10,10,Rail,16.195,15.2
100004,-79702.09262745455,-136912.286268048,0.4,4,10,Rail,16.195,15.2
100005,-364386.7445933411,-427209.4053896896,0.3,3,10,Rail,16.195,15.2
100006,3095220.274777517,2906545.1739708567,1.0,10,10,Rail,16.195,15.2
100007,3252191.4185676305,3049498.8025521,1.0,10,10,Rail,16.195,15.2
100008,8984239.699105602,8530544.253545765,1.0,10,10,Rail,16.195,15.2
100009,4040649.193648235,3844230.213800483,1.0,10,10,Rail,16.195,15.2
100010,3536115.2113134824,3346297.7832589517,1.0,10,10,Rail,16.195,15.2
100011,-351791.8256846849,-384236.8795751947,0.2,2,10,Rail,16.195,15.2
100012,-1607571.063776334,-1619172.364556,0.0,0,10,Rail,16.195,15.2
101000,-8154273.226368634,-8159088.781165637,0.0,0,10,Rail,16.195,15.2
101001,-7663050.1099747345,-7764943.716541674,0.0,0,10,Rail,16.195,15.2
101002,-1244652.1212861468,-1629558.9988244027,0.3,3,10,Rail,16.195,15.2
101003,-4873847.929670436,-5082758.849190803,0.0,0,10,Rail,16.195,15.2
101004,-9310773.689046005,-9317094.989269167,0.0,0,10,Rail,16.195,15.2
101005,-3302478.7325835503,-3368190.929894002,0.0,0,10,Rail,16.195,15.2
101006,-3598942.9588590683,-3605682.5407798495,0.0,0,10,Rail,16.195,15.2
101007,1627474.196572876,1395450.2007235424,0.8,8,10,Rail,16.195,15.2
101008,4526479.6632141415,4297352.39662829,1.0,10,10,Rail,16.195,15.2
101009,2685860.007671061,2306879.535689827,0.8,8,10,Rail,16.195,15.2
101010,22774.53231899063,-142379.59328440297,0.4,4,10,Rail,16.195,15.2
101011,-2707426.845450788,-2876395.9006197965,0.1,1,10,Rail,16.195,15.2
101012,-2399810.2171136388,-2488514.33953642,0.0,0,10,Rail,16.195,15.2
101013,3085234.4160240963,2806714.666190444,0.9,9,10,Rail,16.195,15.2
101014,-2283633.4967564093,-2379396.5125627965,0.0,0,10,Rail,16.195,15.2
101015,-3092632.434766511,-3101936.2460913225,0.0,0,10,Rail,16.195,15.2
101016,-1946535.1919232677,-1946535.1919233329,0.0,0,10,Rail,16.195,15.2
101017,-10837196.920702493,-10842116.054464113,0.0,0,10,Rail,16.195,15.2
101018,-7671706.7088033315,-7770291.377990283,0.0,0,10,Rail,16.195,15.2
101019,-12140630.392713744,-12226858.596745156,0.0,0,10,Rail,16.195,15.2
101020,-12180086.514944645,-12250665.445508212,0.0,0,10,Rail,16.195,15.2
101021,-6599612.361925703,-7003726.782556582,0.1,1,10,Rail,16.195,15.2
101022,-11802736.004766556,-12004603.510126062,0.0,0,10,Rail,16.195,15.2
101023,-16182248.103684673,-16246785.810118444,0.0,0,10,Rail,16.195,15.2
101024,-16789489.07466273,-16827778.89732874,0.0,0,10,Rail,16.195,15.2
101025,-5249473.1334428135,-5484969.290093698,0.0,0,10,Rail,16.195,15.2
101026,-2269106.287194152,-2506078.331730026,0.2,2,10,Rail,16.195,15.2
101027,-5302285.870383928,-5443860.465496136,0.0,0,10,Rail,16.195,15.2
101028,-8235268.280592829,-8424285.68883128,0.0,0,10,Rail,16.195,15.2
101029,-10221432.315226506,-10410224.473068193,0.0,0,10,Rail,16.195,15.2
101030,-9440287.036281727,-9730538.894274026,0.0,0,10,Rail,16.195,15.2
101031,-8845703.510148268,-8864014.724350326,0.0,0,10,Rail,16.195,15.2
101032,-7017332.780835209,-7039592.223740378,0.0,0,10,Rail,16.195,15.2
100000,2588390.9165155804,2430650.0687691504,1.0,10,10,Rail,16.44625,15.2
100001,-1521018.3424937236,-1522187.5068156044,0.0,0,10,Rail,16.44625,15.2
100002,10405625.336921748,9904810.647932589,1.0,10,10,Rail,16.44625,15.2
100003,3120233.142695706,2932929.207089819,1.0,10,10,Rail,16.44625,15.2
100004,-58575.4282779497,-116673.18358277273,0.4,4,10,Rail,16.44625,15.2
100005,-341028.63738540834,-404825.93192828854,0.3,3,10,Rail,16.44625,15.2
100006,3164607.26638288,2973005.051091646,1.0,10,10,Rail,16.44625,15.2
100007,3327203.6285484694,3121366.429650944,1.0,10,10,Rail,16.44625,15.2
100008,9152632.84144656,8691898.743173115,1.0,10,10,Rail,16.44625,15.2
100009,4113569.692090393,3914103.4588504373,1.0,10,10,Rail,16.44625,15.2
100010,3605936.880120552,3413174.615462212,1.0,10,10,Rail,16.44625,15.2
100011,-334437.2500465398,-367385.6580457246,0.2,2,10,Rail,16.44625,15.2
100012,-1603041.9229214701,-1614823.206833022,0.0,0,10,Rail,16.44625,15.2
101000,-8152482.758875226,-8157373.022418307,0.0,0,10,Rail,16.44625,15.2
101001,-7613865.9573953,-7717340.346219106,0.0,0,10,Rail,16.44625,15.2
101002,-1103090.2186953286,-1493968.5598323178,0.3,3,10,Rail,16.44625,15.2
101003,-4796250.902732701,-5008402.876191289,0.0,0,10,Rail,16.44625,15.2
101004,-9308424.540128972,-9314843.909304347,0.0,0,10,Rail,16.44625,15.2
101005,-3278222.474410069,-3344954.133873917,0.0,0,10,Rail,16.44625,15.2
101006,-3596447.5771571836,-3603291.7172723208,0.0,0,10,Rail,16.44625,15.2
101007,1712782.7848272822,1477159.1576746358,0.8,8,10,Rail,16.44625,15.2
101008,4648327.295051801,4415645.337158158,1.0,10,10,Rail,16.44625,15.2
101009,2826212.8412756245,2441352.8482332425,0.8,8,10,Rail,16.44625,15.2
101010,83327.28333316752,-84389.05122717889,0.4,4,10,Rail,16.44625,15.2
101011,-2644972.0080618574,-2816562.457186483,0.1,1,10,Rail,16.44625,15.2
101012,-2358782.5387934484,-2448862.821188982,0.0,0,10,Rail,16.44625,15.2
101013,3188686.142508258,2905845.4240333154,0.9,9,10,Rail,16.44625,15.2
101014,-2247682.7734375466,-2344931.4612242584,0.0,0,10,Rail,16.44625,15.2
101015,-3089196.362861934,-3098644.513957993,0.0,0,10,Rail,16.44625,15.2
101016,-1946535.1919232674,-1946535.1919233336,0.0,0,10,Rail,16.44625,15.2
101017,-10835073.985432079,-10840069.43486876,0.0,0,10,Rail,16.44625,15.2
101018,-7635298.75067658,-7735412.867108558,0.0,0,10,Rail,16.44625,15.2
101019,-12108778.53403084,-12196344.486519359,0.0,0,10,Rail,16.44625,15.2
101020,-12153842.692449832,-12225516.587897876,0.0,0,10,Rail,16.44625,15.2
101021,-6449557.109643692,-6859940.980610077,0.1,1,10,Rail,16.44625,15.2
101022,-11727436.272875804,-11932435.560311358,0.0,0,10,Rail,16.44625,15.2
101023,-16158426.058002546,-16223965.00548241,0.0,0,10,Rail,16.44625,15.2
101024,-16773153.505255163,-16812037.358050525,0.0,0,10,Rail,16.44625,15.2
101025,-5162851.429136022,-5402001.08435798,0.0,0,10,Rail,16.44625,15.2
101026,-2144073.7330697137,-2384722.173171481,0.3,3,10,Rail,16.44625,15.2
101027,-5250206.940712428,-5393977.930824447,0.0,0,10,Rail,16.44625,15.2
101028,-8164436.443556937,-8356386.276853736,0.0,0,10,Rail,16.44625,15.2
101029,-10151322.438191455,-10343043.526546124,0.0,0,10,Rail,16.44625,15.2
101030,-9333515.314361375,-9628270.153478745,0.0,0,10,Rail,16.44625,15.2
101031,-8836984.593341064,-8855579.888590869,0.0,0,10,Rail,16.44625,15.2
101032,-7009116.408161081,-7031721.185121819,0.0,0,10,Rail,16.44625,15.2
100000,2646187.154063986,2486036.493260094,1.0,10,10,Rail,16.697499999999998,15.2
100001,-1520549.2644400361,-1521736.290130671,0.0,0,10,Rail,16.697499999999998,15.2
100002,10588626.840272376,10080161.185828567,1.0,10,10,Rail,16.697499999999998,15.2
100003,3188034.683276822,2997869.298172054,1.0,10,10,Rail,16.697499999999998,15.2
100004,-37448.76392844484,-96434.08089749748,0.4,4,10,Rail,16.697499999999998,15.2
100005,-317670.5301774754,-382442.4584668875,0.3,3,10,Rail,16.697499999999998,15.2
100006,3233994.2579882434,3039464.9282124355,1.0,10,10,Rail,16.697499999999998,15.2
100007,3402215.8385293083,3193234.0567497886,1.0,10,10,Rail,16.697499999999998,15.2
100008,9321025.983787518,8853253.232800463,1.0,10,10,Rail,16.697499999999998,15.2
100009,4186490.190532551,3983976.703900391,1.0,10,10,Rail,16.697499999999998,15.2
100010,3675758.5489276224,3480051.4476654716,1.0,10,10,Rail,16.697499999999998,15.2
100011,-317082.6744083947,-350534.4365162543,0.2,2,10,Rail,16.697499999999998,15.2
100012,-1598512.7820666065,-1610474.049110044,0.0,0,10,Rail,16.697499999999998,15.2
101000,-8150692.291381816,-8155657.263670977,0.0,0,10,Rail,16.697499999999998,15.2
101001,-7564681.804815868,-7669736.975896539,0.0,0,10,Rail,16.697499999999998,15.2
101002,-961528.3161045104,-1358378.1208402328,0.3,3,10,Rail,16.697499999999998,15.2
101003,-4718653.875794965,-4934046.903191775,0.0,0,10,Rail,16.697499999999998,15.2
101004,-9306075.391211944,-9312592.82933953,0.0,0,10,Rail,16.697499999999998,15.2
101005,-3253966.216236588,-3321717.337853832,0.0,0,10,Rail,16.697499999999998,15.2
101006,-3593952.195455299,-3600900.893764792,0.0,0,10,Rail,16.697499999999998,15.2
101007,1798091.3730816883,1558868.1146257292,0.8,8,10,Rail,16.697499999999998,15.2
101008,4770174.9268894605,4533938.2776880255,1.0,10,10,Rail,16.697499999999998,15.2
101009,2966565.674880188,2575826.160776658,0.8,8,10,Rail,16.697499999999998,15.2
101010,143880.03434734448,-26398.509169954807,0.4,4,10,Rail,16.697499999999998,15.2
101011,-2582517.170672927,-2756729.0137531688,0.1,1,10,Rail,16.697499999999998,15.2
101012,-2317754.860473258,-2409211.302841544,0.0,0,10,Rail,16.697499999999998,15.2
101013,3292137.8689924204,3004976.1818761867,0.9,9,10,Rail,16.697499999999998,15.2
101014,-2211732.050118684,-2310466.4098857203,0.0,0,10,Rail,16.697499999999998,15.2
101015,-3085760.290957357,-3095352.7818246637,0.0,0,10,Rail,16.697499999999998,15.2
101016,-1946535.191923267,-1946535.1919233345,0.0,0,10,Rail,16.697499999999998,15.2
101017,-10832951.050161665,-10838022.815273408,0.0,0,10,Rail,16.697499999999998,15.2
101018,-7598890.792549828,-7700534.356226834,0.0,0,10,Rail,16.697499999999998,15.2
101019,-12076926.675347935,-12165830.376293566,0.0,0,10,Rail,16.697499999999998,15.2
101020,-12127598.869955018,-12200367.730287539,0.0,0,10,Rail,16.697499999999998,15.2
101021,-6299501.857361681,-6716155.178663572,0.1,1,10,Rail,16.697499999999998,15.2
101022,-11652136.540985055,-11860267.610496655,0.0,0,10,Rail,16.697499999999998,15.2
101023,-16134604.01232042,-16201144.200846378,0.0,0,10,Rail,16.697499999999998,15.2
101024,-16756817.935847599,-16796295.818772312,0.0,0,10,Rail,16.697499999999998,15.2
101025,-5076229.724829231,-5319032.878622262,0.0,0,10,Rail,16.697499999999998,15.2
101026,-2019041.1789452757,-2263366.014612936,0.3,3,10,Rail,16.697499999999998,15.2
101027,-5198128.011040928,-5344095.396152759,0.0,0,10,Rail,16.697499999999998,15.2
101028,-8093604.606521046,-8288486.86487619,0.0,0,10,Rail,16.697499999999998,15.2
101029,-10081212.561156407,-10275862.580024056,0.0,0,10,Rail,16.697499999999998,15.2
101030,-9226743.592441022,-9526001.412683468,0.0,0,10,Rail,16.697499999999998,15.2
101031,-8828265.67653386,-8847145.05283141,0.0,0,10,Rail,16.697499999999998,15.2
101032,-7000900.035486954,-7023850.146503259,0.0,0,10,Rail,16.697499999999998,15.2
100000,2703983.3916123924,2541422.9177510375,1.0,10,10,Rail,16.94875,15.2
100001,-1520080.1863863487,-1521285.0734457378,0.0,0,10,Rail,16.94875,15.2
100002,10771628.343623007,10255511.723724548,1.0,10,10,Rail,16.94875,15.2
