mode,development,scenario,score_id,standalone_value,integrated_value
Road,533,scenario_30,construction,270883968.7693062,7792780.756314186
Road,538,scenario_30,construction,520403221.32182837,14970942.086625881
Road,540,scenario_30,construction,182656476.46843788,5254655.272906217
Road,546,scenario_30,construction,139232704.69704866,4005441.6905592787
Road,550,scenario_30,construction,241897366.88950434,6958895.184029794
Road,552,scenario_30,construction,143780849.82948923,4136282.5743001364
Road,556,scenario_30,construction,156767661.50513065,4509886.7287711715
Road,557,scenario_30,construction,1295171144.4890049,37259439.223230146
Road,558,scenario_30,construction,2082142906.5445366,59899015.97991827
Road,564,scenario_30,construction,2039196649.1737866,58663539.51553025
Road,565,scenario_30,construction,651838660.2994602,18752072.303434245
Road,569,scenario_30,construction,184817747.65013394,5316830.648401549
Road,594,scenario_30,construction,1471261542.2696161,42325201.76883542
Road,602,scenario_30,construction,692114198.1232255,19910717.599164292
Road,612,scenario_30,construction,1560568518.3662302,44894381.80518891
Road,614,scenario_30,construction,133434475.53122531,3838638.432066679
Road,625,scenario_30,construction,175602227.86178,5051718.890063141
Road,627,scenario_30,construction,167400540.7378984,4815773.03516936
Road,628,scenario_30,construction,175686226.4489187,5054135.358547363
Road,629,scenario_30,construction,402931427.64072055,11591517.5405116
Road,648,scenario_30,construction,1071396212.4812833,30821889.626559883
Road,662,scenario_30,construction,530762211.27003866,15268949.155445866
Road,669,scenario_30,construction,146397842.0088156,4211568.115881399
Road,670,scenario_30,construction,163731572.53603578,4710224.283322206
Road,673,scenario_30,construction,123156084.40216218,3542950.0273215203
Road,678,scenario_30,construction,183630858.38641328,5282686.258623817
Road,680,scenario_30,construction,379273129.26478386,10910916.421335924
Road,682,scenario_30,construction,2012529101.0006804,57896368.40102829
Road,689,scenario_30,construction,248009031.861101,7134715.353071464
Road,694,scenario_30,construction,244000087.32599494,7019386.17368798
Road,726,scenario_30,construction,163141107.3825319,4693237.801964877
Road,736,scenario_30,construction,160242608.0847507,4609853.873220184
Road,750,scenario_30,construction,405667555.44615126,11670230.37171327
Road,755,scenario_30,construction,1595495248.5975742,45899152.78689137
Road,759,scenario_30,construction,2243886982.086268,64552064.01762943
Road,761,scenario_30,construction,194510161.53526613,5595661.679818603
Road,764,scenario_30,construction,1237553924.4870203,35601909.007235095
Road,767,scenario_30,construction,150623175.04687318,4333122.35232289
Road,770,scenario_30,construction,143492675.31249598,4127992.3796434063
Road,775,scenario_30,construction,382970892.88338715,11017293.558747813
Road,776,scenario_30,construction,209077719.4171044,6014740.687128781
Road,780,scenario_30,construction,173941505.44616896,5003943.284364692
Road,789,scenario_30,construction,240556252.56542307,6920314.0529861245
Road,791,scenario_30,construction,218905443.42968664,6297464.315668204
Road,809,scenario_30,construction,219932541.20594823,6327011.829395459
Road,810,scenario_30,construction,335471943.9859319,9650845.4201041
Road,811,scenario_30,construction,133189653.18864092,3831595.3912818176
Road,813,scenario_30,construction,361895853.9050882,10411007.557642573
Road,822,scenario_30,construction,223972069.77134562,6443220.849117179
Road,831,scenario_30,construction,175544162.2241604,5050048.459784447
Road,837,scenario_30,construction,140808329.995619,4050769.225302826
Road,858,scenario_30,construction,695861081.2461154,20018507.804796882
Road,863,scenario_30,construction,259828758.63152117,7474744.848873279
Road,866,scenario_30,construction,157773330.63999507,4538817.784075019
Road,873,scenario_30,construction,937904892.4755925,26981615.894594394
Road,878,scenario_30,construction,258005630.69715536,7422297.166761371
Road,887,scenario_30,construction,125479383.29471019,3609786.610465475
Road,895,scenario_30,construction,1590635580.0951273,45759350.00948823
Road,935,scenario_30,construction,138564866.10173878,3986229.3326722495
Road,938,scenario_30,construction,201434501.61455643,5794860.858585888
Road,940,scenario_30,construction,139805361.10945883,4021915.8506614235
Road,945,scenario_30,construction,171511011.49686155,4934022.917491187
Road,952,scenario_30,construction,1724097680.4831092,49598783.15249003
Road,958,scenario_30,construction,157194165.85115075,4522156.3912220355
Road,964,scenario_30,construction,150458890.59717762,4328396.222888337
Road,970,scenario_30,construction,135600277.14398867,3900944.1388481315
Road,971,scenario_30,construction,374480090.2625369,10773030.439117527
Road,987,scenario_30,construction,162757318.6235116,4682196.980061052
Rail,100000,scenario_19,construction,0.0,0.0
Rail,100001,scenario_19,construction,0.0,0.0
Rail,100002,scenario_19,construction,18300000.0,668970.1846914588
Rail,100003,scenario_19,construction,18300000.0,668970.1846914588
Rail,100004,scenario_19,construction,18300000.0,668970.1846914588
Rail,100005,scenario_19,construction,18300000.0,668970.1846914588
Rail,101000,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101001,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101002,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101003,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101004,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101005,scenario_19,construction,64910000.0,2372833.589525825
Rail,101006,scenario_19,construction,64910000.0,2372833.589525825
Rail,101007,scenario_19,construction,64910000.0,2372833.589525825
Rail,101008,scenario_19,construction,64910000.0,2372833.589525825
Rail,101009,scenario_19,construction,18300000.0,668970.1846914588
Rail,101010,scenario_19,construction,18300000.0,668970.1846914588
Rail,101011,scenario_19,construction,18300000.0,668970.1846914588
Rail,101012,scenario_19,construction,18300000.0,668970.1846914588
Rail,101013,scenario_19,construction,40721000.0,1488586.6060557866
Rail,101014,scenario_19,construction,40721000.0,1488586.6060557866
Rail,101015,scenario_19,construction,18300000.0,668970.1846914588
Rail,101016,scenario_19,construction,18300000.0,668970.1846914588
Rail,101017,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101018,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101019,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101020,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101021,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101022,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101023,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101024,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101025,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101026,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101027,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101028,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101029,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101030,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101031,scenario_19,construction,63332000.0,2315148.6195016108
Rail,101032,scenario_19,construction,52197000.0,1908100.3677781464
Rail,100000,scenario_29,construction,0.0,0.0
Rail,100001,scenario_29,construction,0.0,0.0
Rail,100002,scenario_29,construction,18300000.0,668970.1846914588
Rail,100003,scenario_29,construction,18300000.0,668970.1846914588
Rail,100004,scenario_29,construction,18300000.0,668970.1846914588
Rail,100005,scenario_29,construction,18300000.0,668970.1846914588
Rail,101000,scenario_29,construction,63332000.0,2315148.6195016108
